,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
0,Voto Anticipado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Voto en Prisión Preventiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Sección 34,210,74,18,725,56,139,598,15,7,0,0,10,8,12,6,0,80,1958
3,Sección 35,144,57,5,192,21,103,274,13,4,0,0,18,4,7,4,0,28,874
4,Sección 36,26,11,2,290,8,41,364,1,0,1,0,12,4,7,1,1,10,779
5,Sección 37,22,23,5,132,13,19,152,2,0,0,1,6,0,1,4,0,21,401
6,Sección 38,16,13,2,323,4,20,142,0,0,1,0,2,2,0,1,0,8,534
7,Sección 39,71,41,6,522,19,69,502,3,2,0,0,14,8,12,1,1,36,1307
8,Sección 40,17,7,0,41,0,4,72,3,0,0,0,0,0,0,0,0,7,151
9,Sección 41,115,63,19,413,39,99,397,5,1,1,1,2,2,4,1,0,72,1234
10,Sección 42,48,28,3,397,9,24,322,2,0,2,0,1,1,0,1,1,15,854
11,Sección 43,95,41,8,533,31,47,532,2,3,0,0,1,3,2,1,0,63,1362
12,Sección 44,152,58,12,743,32,81,339,8,3,1,0,6,3,0,4,0,75,1517
13,Sección 45,106,51,9,392,41,88,513,11,2,0,0,10,7,14,1,0,70,1315
14,Sección 46,101,47,8,685,30,61,342,7,6,0,0,3,0,6,8,2,91,1397
15,Sección 47,63,12,4,208,15,19,138,1,3,0,0,1,1,5,1,0,29,500
16,Sección 48,158,38,15,549,49,164,616,7,11,1,0,13,3,4,12,3,78,1721
17,Sección 49,64,16,6,399,24,33,183,2,3,0,0,1,3,8,3,3,30,778
18,Sección 50,48,22,6,309,12,41,130,4,3,1,0,3,0,4,0,0,33,616
19,Sección 51,60,16,3,810,15,63,393,0,0,0,0,1,1,3,3,1,34,1403
20,Sección 52,75,20,5,445,19,36,280,2,1,0,0,13,1,1,0,0,36,934
21,Sección 53,88,44,9,848,26,88,296,6,3,1,0,8,8,8,6,4,48,1491
22,Sección 54,90,53,10,467,31,36,227,8,5,2,0,2,3,0,0,5,62,1001
23,Sección 55,25,22,0,538,15,40,275,3,1,0,0,1,0,1,2,1,41,965
24,Sección 56,34,13,2,530,23,20,239,0,0,0,1,0,0,1,0,0,23,886
25,Sección 57,73,26,8,590,14,75,411,0,1,0,0,1,1,1,1,0,56,1258
26,Sección 58,30,30,4,510,20,39,126,4,0,0,0,6,3,3,0,0,22,797
27,Sección 59,193,54,5,196,14,101,297,3,0,0,0,5,0,2,0,0,22,892
28,Sección 251,91,60,46,153,34,126,266,5,2,1,0,18,4,5,4,0,10,825
29,Sección 252,132,82,60,169,43,206,298,16,0,3,3,21,3,1,4,0,23,1064
30,Sección 253,46,38,39,248,59,87,455,3,5,0,0,13,1,5,6,0,33,1038
31,Sección 254,14,11,18,51,19,20,117,2,0,0,0,9,3,3,1,0,10,278
32,Sección 255,20,15,18,109,34,24,254,2,0,0,0,10,2,4,1,0,13,506
33,Sección 256,27,19,34,202,32,45,339,6,1,0,0,6,4,3,2,0,29,749
34,Sección 257,30,17,36,240,44,76,394,8,1,0,0,20,3,3,5,1,24,902
35,Sección 258,50,38,10,117,15,70,203,8,0,0,0,10,3,1,2,0,16,543
36,Sección 259,60,69,63,262,57,179,628,5,2,1,1,10,8,5,9,2,78,1439
37,Sección 260,84,76,61,237,53,252,464,14,2,2,1,13,2,4,6,3,68,1342
38,Sección 261,15,7,8,74,21,48,109,7,0,0,0,4,2,4,0,0,16,315
39,Sección 262,29,33,26,87,9,4,156,0,0,0,0,5,3,1,2,0,24,379
40,Sección 263,24,27,18,68,13,56,207,2,0,1,1,1,2,1,1,0,28,450
41,Sección 264,24,21,24,196,28,83,298,3,0,0,1,9,1,1,1,0,28,718
42,Sección 265,107,25,110,156,18,81,334,6,7,3,1,0,1,2,0,0,80,931
43,Sección 371,122,106,13,143,56,251,345,22,0,1,0,37,5,4,3,0,42,1150
44,Sección 372,61,25,6,85,25,151,149,5,6,0,1,24,2,5,2,0,61,608
45,Sección 373,66,43,6,73,26,108,189,6,2,0,0,20,1,5,3,0,26,574
46,Sección 374,97,34,6,49,25,100,124,5,10,3,0,6,7,3,0,2,27,498
47,Sección 375,50,47,9,84,30,128,167,16,5,0,0,22,5,2,5,1,50,621
48,Sección 376,55,23,6,56,29,69,108,1,1,2,0,16,7,4,3,0,29,409
49,Sección 377,86,28,12,53,34,148,186,16,3,1,0,21,4,5,5,1,47,650
50,Sección 378,110,49,13,52,34,136,143,7,5,0,0,2,0,0,0,0,31,582
51,Sección 379,84,103,24,61,30,127,118,25,10,0,0,10,3,3,2,0,52,652
52,Sección 380,40,16,3,36,20,55,74,7,0,0,0,10,4,0,2,0,22,289
53,Sección 381,151,93,19,147,76,192,314,6,1,2,1,14,1,3,3,0,74,1097
54,Sección 382,64,57,7,51,24,100,102,11,5,1,0,11,7,2,1,0,42,485
55,Sección 383,60,47,8,124,53,174,268,12,2,0,2,18,6,4,2,0,44,824
56,Sección 468,22,25,4,67,7,45,149,0,2,1,0,9,0,8,2,1,14,356
57,Sección 469,20,43,7,62,21,24,211,7,3,1,0,9,3,4,4,1,38,458
58,Sección 470,33,133,14,46,25,36,196,20,6,0,3,12,2,1,5,0,57,589
59,Sección 471,31,62,10,76,21,42,190,8,7,1,3,3,2,6,1,0,35,498
60,Sección 472,55,93,8,211,54,64,412,5,4,1,3,22,5,4,7,0,46,994
61,Sección 473,39,97,9,130,37,51,289,5,3,0,1,13,4,6,3,1,31,719
62,Sección 474,57,160,12,220,66,125,597,11,4,1,0,26,8,5,8,2,62,1364
63,Sección 475,140,198,30,164,91,104,503,12,15,1,4,19,13,6,8,2,92,1402
64,Sección 476,25,87,8,116,37,102,427,5,2,0,1,36,2,6,7,0,33,894
65,Sección 477,116,151,12,191,65,252,791,21,5,0,0,61,10,11,14,3,49,1752
66,Sección 748,67,71,7,279,48,216,311,11,1,1,0,20,9,8,3,0,35,1087
67,Sección 749,28,16,6,118,20,90,105,3,0,0,0,7,0,0,5,3,11,412
68,Sección 750,5,11,2,71,31,49,89,0,0,0,0,20,3,4,1,0,8,294
69,Sección 751,20,18,6,147,37,50,151,2,0,0,0,8,5,6,3,0,19,472
70,Sección 752,24,26,10,275,58,116,346,3,0,1,0,24,8,4,5,0,54,954
71,Sección 753,12,9,6,50,20,97,130,0,0,0,0,3,3,3,2,0,17,352
72,Sección 754,41,21,2,178,33,97,171,2,1,1,0,4,2,4,6,0,20,583
73,Sección 755,50,18,3,102,27,64,94,4,1,0,1,5,0,3,2,0,16,390
74,Sección 756,61,48,11,419,61,232,383,3,2,1,1,34,5,9,5,0,48,1323
75,Sección 1128,66,24,5,217,12,22,118,0,0,0,0,0,0,0,0,1,15,480
76,Sección 1129,228,56,2,360,18,74,158,2,0,0,0,2,2,2,2,0,14,920
77,Sección 1130,107,6,2,150,21,5,161,3,4,0,0,0,4,2,2,0,40,507
78,Sección 1131,168,26,5,335,9,37,93,7,1,0,0,11,3,3,0,0,19,717
79,Sección 1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Sección 1133,33,0,0,61,0,7,41,0,0,0,0,0,0,0,0,0,4,146
81,Sección 1134,40,14,1,273,11,15,190,0,1,1,0,5,2,1,1,0,12,567
82,Sección 1135,46,4,1,73,10,6,37,0,0,0,0,0,0,0,0,0,10,187
83,Sección 1136,47,10,8,246,10,12,148,1,0,0,1,1,0,0,0,0,1,485
84,Sección 1137,16,2,0,98,4,11,95,0,0,0,0,3,7,2,0,0,7,245
85,Sección 1138,5,1,0,39,2,5,24,1,0,0,0,1,2,0,0,0,5,85
86,Sección 1139,19,3,2,96,9,7,62,0,0,0,0,1,3,3,1,0,12,218
87,Sección 1140,108,21,9,191,9,25,160,0,0,0,0,6,0,0,0,0,54,583
88,Sección 1141,101,19,11,487,39,49,590,2,2,0,0,9,2,7,2,0,53,1373
89,Sección 1142,55,16,5,341,34,35,353,0,1,0,1,15,1,1,6,0,8,872
90,Sección 1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Sección 1144,13,6,2,127,12,4,113,0,1,0,0,1,0,0,1,0,7,287
92,Sección 1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Sección 1146,7,8,0,66,5,6,57,0,0,0,0,0,1,0,0,0,2,152
94,Sección 1147,100,17,5,185,26,26,195,2,1,2,0,5,2,3,2,1,29,601
95,Sección 1336,110,69,3,206,13,57,326,9,0,0,0,22,2,11,4,2,13,847
96,Sección 1337,0,17,1,30,4,17,73,4,0,0,0,4,0,2,0,0,2,154
97,Sección 1338,58,32,2,34,4,14,90,6,2,0,0,4,0,2,3,0,2,253
98,Sección 1339,39,51,6,230,17,90,403,10,1,2,0,21,6,22,4,0,24,926
99,Sección 1340,36,21,7,85,9,50,178,4,0,1,0,18,0,4,4,0,8,425
100,Sección 1341,53,32,5,147,13,67,293,11,2,0,0,7,0,6,3,0,17,656
101,Sección 1342,145,89,9,206,28,143,555,12,2,1,1,46,3,8,11,4,24,1287
102,Sección 1343,48,45,3,213,13,70,394,4,2,0,0,17,3,12,4,0,29,857
103,Sección 1344,61,48,2,333,19,87,429,7,2,0,0,22,2,10,4,0,30,1056
104,Sección 1345,55,46,6,278,26,112,435,7,0,0,0,31,1,18,6,1,27,1049
105,Sección 1346,63,50,4,214,14,69,322,12,8,0,0,15,10,7,1,1,15,805
106,Sección 1347,67,71,9,272,29,93,488,9,3,0,0,29,3,10,6,1,15,1105
107,Sección 1348,126,91,10,681,62,186,837,14,7,1,0,56,13,26,11,0,33,2154
108,Sección 1349,140,9,2,490,34,40,160,0,0,0,0,25,0,0,4,0,35,939
109,Sección 1350,140,4,3,328,16,28,157,8,0,0,0,12,6,8,3,0,22,735
110,Sección 1351,191,22,1,401,22,16,128,6,7,1,0,9,5,8,0,0,22,839
111,Sección 1352,192,15,3,341,15,21,107,2,0,1,0,9,2,8,1,0,17,734
112,Sección 1353,448,12,0,697,20,37,91,8,3,0,0,8,2,1,0,0,39,1366
113,Sección 1354,22,7,0,32,5,6,38,0,0,0,0,0,0,0,0,0,2,112
114,Sección 1355,218,48,4,321,38,85,332,13,0,1,0,41,7,7,4,0,23,1142
115,Sección 1356,236,37,5,395,36,74,389,3,0,0,0,32,5,12,3,0,19,1246
116,Sección 1357,126,15,0,306,18,33,64,4,3,0,0,15,9,8,0,1,29,631
117,Sección 1358,613,36,3,942,36,67,186,39,10,5,0,23,14,10,1,0,70,2055
118,Sección 1359,242,9,4,613,44,66,291,18,4,0,0,33,6,8,1,0,47,1386
119,Sección 1360,44,4,0,132,3,3,29,0,2,0,0,5,0,5,0,0,15,242
120,Sección 1361,62,8,1,162,4,5,34,0,4,0,0,12,6,6,0,0,29,333
121,Sección 1362,126,12,0,226,3,21,40,4,0,0,0,9,1,5,0,0,32,479
122,Sección 1363,588,57,6,882,19,61,93,16,11,0,0,25,5,6,1,0,45,1815
123,Sección 1364,321,17,2,637,31,44,154,6,9,4,0,21,9,4,1,0,35,1295
124,Sección 1365,48,103,6,76,11,6,56,2,0,0,0,1,0,2,0,0,13,324
125,Sección 1366,155,24,3,411,22,38,97,2,6,3,1,17,6,6,1,0,26,818
126,Sección 1367,35,48,4,395,17,35,198,4,2,0,0,5,3,7,3,0,38,794
127,Sección 1368,40,62,6,201,17,72,157,11,3,0,2,9,3,8,1,0,29,621
128,Sección 1369,29,67,3,416,18,39,158,1,4,0,0,8,2,4,8,7,52,816
129,Sección 1370,8,14,4,61,4,10,27,1,1,0,0,0,0,3,0,0,18,151
130,Sección 1371,45,56,9,340,14,37,249,3,2,1,0,8,7,3,4,0,12,790
131,Sección 1372,32,48,13,293,24,63,100,5,0,0,0,7,0,3,1,0,21,610
132,Sección 1373,25,65,5,235,12,16,122,9,2,1,1,2,5,10,5,0,36,551
133,Sección 1374,17,51,1,81,1,11,28,1,3,0,0,1,1,1,0,0,9,206
134,Sección 1375,40,48,8,266,22,77,374,8,2,0,1,29,2,11,0,2,24,914
135,Sección 1376,37,65,7,410,28,50,200,6,0,0,1,19,5,14,15,2,55,914
136,Sección 1377,24,108,7,362,7,27,56,3,3,0,2,5,0,0,0,1,43,648
137,Sección 1378,11,23,3,208,13,24,113,1,0,0,0,16,0,0,0,1,13,426
138,Sección 1379,0,4,1,95,3,2,26,0,0,0,0,0,1,0,0,0,3,135
139,Sección 1380,29,29,2,427,32,19,269,1,2,0,0,20,6,9,1,0,23,869
140,Sección 1381,14,41,6,165,10,18,74,4,2,0,0,6,3,6,4,0,29,382
141,Sección 1382,14,64,6,323,20,51,184,12,0,0,1,7,2,1,1,18,34,738
142,Sección 1383,19,56,4,469,17,21,172,1,0,0,0,13,4,9,2,0,47,834
143,Sección 1384,49,51,5,249,14,43,118,3,2,1,0,8,2,7,0,0,33,585
144,Sección 1385,22,59,4,392,45,50,327,6,2,2,2,21,11,12,1,2,51,1009
145,Sección 1386,27,45,5,267,15,84,254,5,0,0,1,11,2,10,3,1,24,754
146,Sección 1387,22,42,4,194,7,27,83,3,2,0,0,3,3,1,4,0,28,423
147,Sección 1388,25,33,6,466,31,50,350,2,1,1,0,13,5,9,3,0,36,1031
148,Sección 1389,21,58,9,216,25,31,117,8,3,1,0,2,1,0,2,0,38,532
149,Sección 1390,18,39,7,419,16,45,211,2,1,0,0,12,8,12,3,0,55,848
150,Sección 1391,27,66,9,468,17,33,170,4,0,0,0,15,0,1,1,0,48,859
151,Sección 1392,52,73,5,398,24,57,365,5,2,1,1,12,3,8,6,0,73,1085
152,Sección 1393,19,42,6,309,25,66,185,1,1,0,0,7,3,9,2,0,38,713
153,Sección 1394,7,14,1,225,14,17,156,0,0,0,0,3,1,8,2,0,24,472
154,Sección 1395,63,49,3,424,24,71,424,8,1,0,0,24,7,9,3,3,23,1136
155,Sección 1396,21,25,3,269,26,37,270,4,0,0,0,13,0,6,1,0,29,704
156,Sección 1397,7,22,3,235,21,11,147,4,0,0,0,9,2,7,2,0,25,495
157,Sección 1398,28,83,8,559,39,62,219,3,2,1,1,17,4,12,1,0,81,1120
158,Sección 1399,17,40,3,188,10,20,83,2,2,0,1,2,3,2,1,0,26,400
159,Sección 1400,19,49,0,192,20,26,120,1,0,0,0,1,0,0,0,0,46,474
160,Sección 1401,18,47,4,165,17,17,262,1,0,1,1,11,4,4,7,1,30,590
161,Sección 1402,13,18,3,260,31,21,211,0,0,0,0,8,3,6,3,5,32,614
162,Sección 1403,16,29,1,193,8,18,86,1,0,0,0,0,1,3,1,0,12,369
163,Sección 1404,21,41,4,449,24,38,127,8,0,0,0,0,0,0,0,0,33,745
164,Sección 1405,14,38,12,247,17,32,194,0,1,0,0,1,1,2,2,0,50,611
165,Sección 1406,9,11,3,165,22,26,179,0,2,0,0,20,0,0,0,0,17,454
166,Sección 1407,5,10,5,155,19,11,66,0,0,0,0,4,2,6,0,0,23,306
167,Sección 1408,22,107,1,202,3,22,34,0,0,0,0,0,2,0,0,0,23,416
168,Sección 1409,47,139,9,403,22,42,154,6,2,0,0,6,6,7,3,0,52,898
169,Sección 1410,14,106,8,461,17,34,222,0,1,0,0,3,4,10,1,8,82,971
170,Sección 1411,118,107,16,279,27,140,624,9,0,0,2,38,3,10,7,2,24,1406
171,Sección 1412,63,76,3,124,26,65,269,3,1,0,0,4,1,3,4,0,15,657
