,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
0,Voto Anticipado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Voto en Prisión Preventiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Sección 185,31,40,8,43,80,273,1055,4,0,0,0,90,13,9,25,0,34,1705
3,Sección 186,25,19,2,32,26,105,529,4,0,0,0,57,2,9,18,1,20,849
4,Sección 187,39,22,11,33,73,239,352,7,1,0,1,68,0,9,12,1,16,884
5,Sección 188,301,142,7,37,27,147,486,25,2,1,0,58,1,1,2,0,25,1262
6,Sección 189,56,29,5,25,42,111,490,12,0,0,0,71,0,0,0,1,18,860
7,Sección 190,55,40,3,17,30,110,504,10,0,0,1,48,2,0,2,3,10,835
8,Sección 191,32,37,3,31,44,171,695,5,0,0,0,69,3,4,8,6,23,1131
9,Sección 192,24,26,6,19,27,164,524,3,0,0,0,34,6,2,5,0,20,860
10,Sección 193,9,11,0,13,20,51,224,2,0,1,0,24,3,4,3,0,6,371
11,Sección 194,26,28,4,18,29,107,488,4,4,0,1,60,3,9,3,2,10,796
12,Sección 195,53,30,5,22,50,82,449,2,0,1,0,20,0,3,7,2,9,735
13,Sección 196,29,17,5,19,29,117,499,6,0,4,0,37,0,33,0,1,16,812
14,Sección 197,51,51,8,11,21,110,415,4,3,0,0,28,0,6,7,3,10,728
15,Sección 199,65,48,5,24,22,189,485,18,0,0,1,24,10,3,5,1,21,921
16,Sección 200,49,37,16,27,22,142,359,4,2,0,0,29,2,7,4,0,17,717
17,Sección 201,33,27,6,19,19,66,286,3,0,0,0,28,3,5,7,4,5,511
18,Sección 202,62,46,5,24,44,155,601,7,2,1,0,51,2,1,8,2,6,1017
19,Sección 203,48,25,2,27,34,147,520,3,0,1,0,17,0,1,9,1,7,842
20,Sección 204,55,20,4,6,12,55,252,6,0,2,0,31,0,2,3,1,9,458
21,Sección 205,102,80,11,48,98,412,1300,59,2,0,0,77,7,17,23,1,45,2282
22,Sección 206,184,96,9,47,63,283,1109,31,3,1,0,110,3,9,17,11,24,2000
23,Sección 207,56,29,6,24,25,162,550,7,1,0,0,48,1,10,21,0,16,956
24,Sección 208,124,56,3,22,23,122,534,14,0,2,2,34,0,3,6,4,15,964
25,Sección 209,50,20,3,16,21,60,254,9,1,0,0,20,1,1,7,1,10,474
26,Sección 210,74,47,1,24,24,142,535,11,0,0,0,40,2,2,9,2,19,932
27,Sección 211,68,36,3,28,42,128,500,7,1,2,1,54,2,6,14,5,11,908
28,Sección 212,32,31,4,12,19,86,288,8,1,2,0,21,0,4,7,0,10,525
29,Sección 213,42,27,4,15,15,75,311,10,7,1,0,48,2,0,4,0,5,566
30,Sección 214,81,39,3,22,27,114,355,16,1,0,0,32,0,5,13,1,20,729
31,Sección 215,12,20,1,7,4,29,132,5,0,0,0,14,1,2,3,0,3,233
32,Sección 216,56,53,4,16,13,70,306,13,2,0,0,28,1,3,5,1,8,579
33,Sección 217,56,28,7,13,24,107,426,6,0,0,0,33,2,8,13,1,14,738
34,Sección 218,161,83,10,31,32,134,734,82,2,0,0,329,4,9,20,2,17,1650
35,Sección 219,50,19,2,5,13,42,163,5,0,0,0,18,0,0,0,0,6,323
36,Sección 220,38,37,1,8,22,61,259,8,1,0,0,24,2,3,3,0,4,471
37,Sección 221,31,18,0,11,22,66,268,3,1,0,0,20,0,2,7,1,12,462
38,Sección 222,36,26,5,3,11,37,169,5,0,1,0,9,1,3,3,0,5,314
39,Sección 223,54,33,2,11,16,70,240,7,1,0,0,14,0,0,3,2,8,461
40,Sección 224,43,41,4,20,33,116,422,14,0,0,0,53,1,3,5,2,16,773
41,Sección 225,48,28,6,21,20,84,447,3,3,0,0,36,0,8,4,1,18,727
42,Sección 226,45,20,1,13,30,92,353,6,1,1,2,42,1,0,6,0,8,621
43,Sección 227,49,33,4,33,44,117,511,6,0,1,0,25,0,3,8,1,8,843
44,Sección 228,20,18,1,9,31,79,319,8,1,0,0,36,1,4,6,3,5,541
45,Sección 230,91,77,12,68,172,524,1829,5,32,263,16,142,15,16,51,12,60,3385
46,Sección 231,16,29,6,38,50,190,778,2,1,0,0,86,0,12,8,0,30,1246
47,Sección 232,40,31,5,28,32,118,396,9,1,0,0,51,0,3,3,2,12,731
48,Sección 233,70,48,4,36,42,176,656,6,3,0,0,69,3,13,12,7,20,1165
49,Sección 234,45,44,2,30,49,151,680,4,1,1,0,75,3,11,20,0,20,1136
50,Sección 235,21,9,1,14,30,119,486,6,0,0,0,43,0,2,8,0,15,754
51,Sección 236,19,21,3,31,36,126,453,2,0,0,0,41,3,8,13,0,29,785
52,Sección 237,48,27,2,14,34,108,390,1,0,0,0,38,4,2,4,0,14,686
53,Sección 239,41,27,2,24,18,83,298,10,1,0,0,36,2,2,1,2,7,554
54,Sección 240,22,19,5,6,9,132,586,5,1,0,0,18,0,0,0,1,13,817
55,Sección 241,25,19,1,17,48,124,495,1,2,0,0,61,4,8,10,0,12,827
56,Sección 242,16,20,1,16,24,121,506,2,1,0,1,42,7,8,12,5,18,800
57,Sección 243,32,33,5,30,56,245,799,2,0,0,0,41,32,5,0,1,13,1294
58,Sección 245,21,20,4,21,39,155,569,5,0,1,0,55,6,3,15,2,18,934
59,Sección 246,12,9,0,17,25,109,500,3,0,0,1,46,8,5,12,0,12,759
60,Sección 247,10,16,2,23,40,88,509,1,0,0,0,38,2,8,6,0,15,758
61,Sección 248,8,19,2,14,43,124,438,1,0,0,0,17,0,0,0,0,21,687
62,Sección 249,20,24,6,47,66,278,1059,24,1,0,0,95,7,7,8,1,47,1690
63,Sección 250,12,15,3,26,64,264,750,0,1,0,1,36,2,6,7,0,41,1228
64,Sección 251,14,42,1,11,42,118,383,1,1,0,0,21,1,2,2,0,16,655
65,Sección 252,22,29,3,23,41,122,388,4,0,0,0,20,2,6,11,1,18,690
66,Sección 253,23,45,4,25,67,179,666,5,0,0,0,22,9,5,6,1,22,1079
67,Sección 254,3,4,1,26,23,52,301,0,1,0,0,11,1,2,1,0,15,441
68,Sección 255,6,11,0,17,30,96,0,0,0,0,0,0,13,2,1,0,13,189
69,Sección 256,21,23,6,41,61,239,798,1,1,0,0,69,9,5,11,0,36,1321
70,Sección 257,21,38,5,47,68,303,1166,4,1,0,0,61,4,19,13,0,54,1804
71,Sección 258,5,17,1,33,60,245,500,0,1,0,0,27,6,3,13,0,24,935
72,Sección 259,10,23,4,21,51,136,481,4,0,0,0,16,2,4,5,0,23,780
73,Sección 260,4,12,1,17,21,63,290,0,0,0,0,18,0,5,2,0,9,442
74,Sección 261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Sección 262,17,45,6,33,64,189,532,6,0,0,0,31,5,21,3,0,44,996
76,Sección 263,7,22,16,25,58,121,440,2,0,0,0,7,2,3,13,0,18,734
77,Sección 264,1,16,0,6,11,63,276,1,0,0,0,7,6,0,1,0,12,400
78,Sección 265,15,38,11,48,81,188,812,1,0,0,0,57,5,18,9,2,42,1327
79,Sección 266,7,22,4,41,32,117,476,1,0,0,1,26,2,6,10,1,14,760
80,Sección 267,13,80,16,97,147,238,1614,0,0,0,31,35,3,34,8,0,70,2386
81,Sección 268,15,56,5,74,77,174,1023,2,0,0,2,45,5,7,10,3,32,1530
82,Sección 269,4,11,0,30,23,66,409,0,0,0,0,35,0,4,6,8,4,600
83,Sección 270,4,6,3,3,7,11,129,1,0,0,0,9,0,2,1,0,3,179
84,Sección 271,4,12,1,9,7,34,126,0,0,0,0,13,0,0,0,0,10,216
85,Sección 272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Sección 274,48,12,3,43,37,176,372,13,0,0,0,17,0,0,0,0,24,745
87,Sección 275,25,5,4,21,21,77,186,0,0,0,0,23,3,1,2,0,11,379
88,Sección 276,17,1,1,6,4,53,134,0,0,0,0,0,0,0,0,0,18,234
89,Sección 277,111,26,4,51,80,215,585,6,2,0,0,40,8,14,13,1,44,1200
90,Sección 279,141,27,1,46,82,288,648,2,2,2,1,48,10,5,10,1,44,1358
91,Sección 280,132,28,2,33,55,204,491,1,3,0,1,41,9,2,12,0,28,1042
92,Sección 281,80,31,6,32,34,139,398,6,1,0,0,47,4,10,6,0,26,820
93,Sección 282,93,17,5,21,40,109,347,5,0,1,0,11,2,4,5,0,15,675
94,Sección 283,139,22,8,48,58,225,604,2,6,0,0,56,10,8,19,0,53,1258
95,Sección 284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Sección 285,56,10,3,25,36,81,233,0,1,0,0,23,4,3,6,0,15,496
97,Sección 286,2,0,0,4,16,42,104,1,0,0,0,7,1,1,2,0,3,183
98,Sección 287,15,4,1,7,26,70,99,7,0,0,0,7,0,0,0,0,6,242
99,Sección 288,44,2,1,13,14,24,98,1,2,0,0,14,1,2,4,0,11,231
100,Sección 289,66,7,0,24,29,102,193,2,0,0,0,32,5,4,3,0,16,483
101,Sección 290,1,1,0,0,7,4,42,0,0,0,0,11,0,0,3,0,1,70
102,Sección 291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Sección 292,23,2,1,0,0,95,250,0,0,0,0,0,0,0,0,0,45,416
104,Sección 293,49,16,1,11,37,104,344,2,2,0,0,34,5,4,2,0,16,627
105,Sección 294,3,7,3,0,0,28,0,0,0,0,0,32,0,0,0,0,2,75
106,Sección 295,22,7,3,15,38,87,164,0,0,0,0,18,1,3,2,0,19,379
107,Sección 296,34,3,3,23,27,70,270,0,1,0,0,14,0,0,0,0,12,457
108,Sección 297,19,3,1,16,37,129,235,0,0,0,0,19,4,3,3,0,16,485
109,Sección 298,12,8,6,28,55,145,155,18,0,0,0,9,1,2,2,0,16,457
110,Sección 299,21,7,6,33,46,154,364,18,0,0,0,9,2,1,9,0,11,681
111,Sección 300,14,0,0,0,0,108,161,0,0,0,0,0,0,0,0,0,9,292
112,Sección 301,82,7,0,28,33,266,442,0,0,0,0,0,0,0,0,0,23,881
113,Sección 302,21,1,1,17,18,29,98,0,0,0,0,12,1,1,3,0,7,209
114,Sección 303,12,66,0,25,21,91,267,1,1,0,0,18,2,9,6,0,15,534
115,Sección 304,26,52,0,25,18,70,265,2,1,0,0,19,3,3,5,0,19,508
116,Sección 305,13,44,1,8,15,61,171,2,0,0,0,21,1,6,4,0,13,360
117,Sección 306,25,36,1,18,37,128,352,0,1,1,0,32,3,1,5,0,18,658
118,Sección 307,36,56,5,21,34,109,263,4,0,0,0,20,1,5,5,1,9,569
119,Sección 308,35,66,4,11,5,39,120,7,0,0,0,9,1,1,2,0,3,303
120,Sección 309,26,69,1,12,10,81,204,5,0,0,1,16,0,0,3,0,4,432
121,Sección 310,12,91,1,10,26,113,372,2,0,0,0,12,0,2,3,0,12,656
122,Sección 311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Sección 312,49,69,7,46,68,233,673,6,2,0,0,25,4,6,12,1,30,1231
124,Sección 313,83,92,10,73,52,275,802,7,1,0,1,48,10,7,12,1,52,1526
125,Sección 314,28,45,3,29,19,114,373,1,1,1,1,16,4,1,6,0,11,653
126,Sección 315,21,48,1,29,44,146,423,3,0,0,0,47,2,1,3,0,18,786
127,Sección 316,35,66,2,25,53,193,509,1,1,0,0,40,6,6,11,0,19,967
128,Sección 317,32,57,4,46,68,251,635,4,1,2,1,42,2,6,12,2,41,1206
129,Sección 318,46,68,3,38,61,211,494,4,1,0,0,34,2,0,6,0,25,993
130,Sección 319,129,145,12,107,160,505,1643,7,0,2,1,95,16,14,30,6,78,2950
131,Sección 320,15,143,6,56,40,130,457,2,2,0,2,22,4,1,6,0,19,905
132,Sección 321,10,45,4,20,19,47,134,2,0,0,1,9,2,3,0,0,7,303
133,Sección 322,20,143,7,34,38,108,448,1,2,0,0,25,5,5,5,0,19,860
134,Sección 323,29,146,6,40,43,108,330,9,1,0,2,34,2,6,9,0,10,775
135,Sección 324,4,42,3,22,21,52,242,3,0,0,0,17,4,3,5,0,14,432
136,Sección 325,4,41,2,22,19,116,228,81,0,0,0,300,0,0,0,0,24,837
137,Sección 326,12,85,0,52,60,75,325,0,1,0,1,15,2,0,4,0,4,636
138,Sección 327,35,234,5,63,71,221,681,0,4,0,3,24,6,4,8,1,33,1393
139,Sección 328,20,178,3,28,53,177,615,2,2,0,2,23,5,6,7,0,25,1146
140,Sección 329,24,101,1,43,37,81,303,7,0,0,1,25,7,4,6,1,19,660
141,Sección 330,120,21,3,36,216,243,220,1,1,0,0,24,6,9,5,0,16,921
142,Sección 332,27,24,0,25,12,31,183,0,0,0,0,10,2,6,5,0,12,337
143,Sección 333,33,30,2,42,46,134,447,2,0,0,0,10,4,5,7,2,31,795
144,Sección 334,63,21,8,36,54,134,479,0,0,0,0,17,1,0,1,0,27,841
145,Sección 335,9,27,4,11,38,63,281,0,2,0,0,17,6,13,3,0,21,495
146,Sección 336,18,28,5,27,45,86,318,1,4,0,0,28,4,10,9,4,16,603
147,Sección 337,12,14,2,22,46,49,315,0,0,0,0,15,1,2,4,1,6,489
148,Sección 338,6,4,0,7,10,51,81,0,0,0,0,10,1,3,1,3,1,178
149,Sección 339,17,17,0,0,0,58,296,0,0,0,0,0,0,0,0,0,9,397
150,Sección 340,48,47,3,64,73,130,802,2,2,0,0,70,6,7,17,0,53,1324
151,Sección 341,36,42,8,36,58,129,483,6,14,7,4,16,13,0,4,0,25,881
152,Sección 342,50,128,2,28,24,98,534,0,1,0,0,6,3,4,1,1,17,897
153,Sección 343,39,125,12,21,42,77,390,0,2,0,0,9,5,0,7,1,21,751
154,Sección 344,13,24,2,20,31,93,274,1,0,0,0,17,2,0,6,0,14,497
155,Sección 345,18,14,3,26,35,80,279,1,0,0,0,21,1,8,7,0,20,513
156,Sección 346,49,11,7,27,26,93,345,1,2,0,0,30,1,6,13,1,16,628
157,Sección 347,61,21,6,62,62,105,531,0,1,0,0,12,14,3,6,0,28,912
158,Sección 348,16,20,2,21,26,42,207,0,0,1,0,24,4,4,4,0,23,394
159,Sección 349,7,18,3,19,32,62,229,0,0,0,0,19,8,3,9,0,15,424
160,Sección 350,39,80,6,53,52,133,629,1,2,0,0,26,5,4,6,0,44,1080
161,Sección 351,30,26,1,18,60,92,170,1,0,0,0,11,1,0,3,0,12,425
162,Sección 352,18,15,1,21,27,67,272,1,1,0,0,13,5,1,2,0,12,456
163,Sección 353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Sección 354,59,12,8,40,40,63,364,0,0,0,0,7,3,4,5,0,14,619
165,Sección 355,4,15,2,4,15,23,140,0,0,0,0,0,0,7,0,0,9,219
166,Sección 356,19,63,13,47,57,112,601,6,2,0,1,51,5,4,4,0,38,1023
167,Sección 357,10,46,1,24,43,20,217,1,0,0,9,1,1,6,0,19,298,696
168,Sección 358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Sección 361,8,23,6,16,40,76,550,2,1,0,0,39,2,1,0,0,24,788
170,Sección 428,81,193,3,19,217,118,379,0,0,0,1,5,37,2,0,0,16,1071
171,Sección 429,111,258,2,30,403,144,602,0,2,1,2,22,5,2,11,0,33,1628
172,Sección 430,53,17,1,4,53,0,0,0,1,0,0,0,0,0,2,0,8,139
173,Sección 431,61,62,1,7,144,39,223,1,2,0,0,3,3,2,8,0,9,565
174,Sección 432,32,62,2,7,98,27,140,2,0,0,0,0,0,0,0,0,7,377
175,Sección 433,54,57,1,19,112,40,212,0,0,0,0,0,0,0,0,0,15,510
176,Sección 434,32,9,0,4,31,7,99,0,0,0,0,7,0,0,0,0,4,193
177,Sección 435,21,50,0,8,91,18,206,0,0,0,3,4,0,0,0,0,14,415
178,Sección 436,15,3,1,0,27,5,33,0,0,1,0,0,1,0,0,0,1,87
179,Sección 439,71,33,1,7,313,57,215,0,0,0,0,4,4,0,1,0,5,711
180,Sección 448,54,69,4,91,94,380,935,9,1,0,0,73,2,9,16,2,62,1801
181,Sección 449,31,60,2,34,27,138,339,6,1,1,0,17,5,4,0,0,9,674
182,Sección 450,33,43,5,34,36,131,364,6,0,0,0,28,8,5,5,0,16,714
183,Sección 451,22,33,3,26,37,132,315,4,0,0,0,40,3,5,4,0,30,654
184,Sección 452,29,43,2,21,13,65,191,6,2,1,0,19,2,3,4,0,11,412
185,Sección 453,24,25,2,20,35,91,297,4,7,0,0,31,5,4,5,3,12,565
186,Sección 454,61,110,5,43,45,220,588,9,5,0,0,30,7,7,9,0,32,1171
187,Sección 455,31,50,7,45,41,103,366,9,1,0,0,33,2,6,9,1,16,720
188,Sección 456,26,27,4,25,9,150,222,0,1,0,0,15,0,3,4,0,18,504
189,Sección 457,19,47,3,21,19,97,228,5,0,0,8,12,3,4,2,0,11,479
190,Sección 458,13,17,3,8,13,52,140,0,0,0,0,1,0,1,2,0,20,270
191,Sección 459,19,29,3,19,13,71,240,3,0,0,0,23,6,2,12,0,16,456
192,Sección 460,94,42,2,28,28,181,572,78,2,0,0,307,5,9,19,1,20,1388
193,Sección 461,32,45,3,30,41,112,418,5,0,0,0,30,3,4,6,1,23,753
194,Sección 462,9,26,5,31,28,112,276,4,1,1,0,16,8,5,8,0,14,544
195,Sección 463,28,43,1,33,36,130,383,3,0,0,0,24,5,10,7,0,30,733
196,Sección 464,36,69,6,40,56,253,513,2,2,0,1,28,8,6,5,0,27,1052
197,Sección 465,8,3,1,16,14,14,166,0,0,0,0,6,0,5,1,1,6,241
198,Sección 466,4,7,3,14,21,37,178,0,2,0,0,13,2,1,1,0,9,292
199,Sección 467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Sección 468,4,20,0,0,0,29,216,0,0,0,0,0,0,0,0,0,9,278
201,Sección 469,17,12,4,26,38,51,213,1,1,0,0,13,2,1,25,0,13,417
202,Sección 470,21,15,4,25,52,97,302,0,0,0,0,8,9,9,3,0,19,564
203,Sección 471,18,23,7,39,82,63,477,0,5,1,1,25,6,2,10,0,19,778
204,Sección 472,10,10,4,12,20,140,340,1,0,0,0,23,0,7,5,0,15,587
205,Sección 473,6,9,1,9,11,57,188,0,0,0,1,9,2,3,3,0,9,308
206,Sección 474,2,5,1,4,7,23,168,0,0,0,0,6,0,0,0,0,4,220
207,Sección 475,9,14,8,12,39,74,307,1,0,0,0,8,1,3,3,0,9,488
208,Sección 476,19,20,1,17,36,94,218,0,1,0,0,16,5,0,5,0,9,441
209,Sección 477,34,25,102,31,56,85,319,0,0,0,0,15,1,5,5,0,30,708
210,Sección 478,0,66,0,34,32,274,388,0,0,0,0,16,0,4,12,0,28,854
211,Sección 479,3,8,0,13,22,70,224,0,1,0,0,12,0,5,3,0,17,378
212,Sección 480,17,30,3,26,52,74,327,1,1,0,0,24,3,2,7,0,27,594
